x_m,y_m
28.338268350714987,-4.05173673878538
28.434437205006407,-4.07910854333635
28.530583560983317,-4.1065306825471355
28.62670823763371,-4.13400246031536
28.722812053945585,-4.161523180538646
28.818895828906935,-4.189092147114615
28.914960381505765,-4.216708663940891
29.011006530730054,-4.244372034915097
29.107035095567813,-4.272081563934853
29.20304689500703,-4.299836554897782
29.299042748035706,-4.327636311701506
29.395023473641828,-4.355480138243651
29.490989890813406,-4.383367338421837
29.58694281853843,-4.411297216133686
29.68288307580488,-4.43926907527682
29.778811481600776,-4.4672822197488635
29.874728854914103,-4.495335953447438
29.97063601473286,-4.5234295802701645
30.066530461505977,-4.55156144156376
30.162413640838427,-4.579731223867452
30.25828829698931,-4.607939153270548
30.35415476261732,-4.636184753428566
30.45001337038114,-4.664467547997025
30.54586445293945,-4.692787060631442
30.64170834295095,-4.721142814987337
30.737545373074312,-4.749534334720226
30.833375875968233,-4.777961143485631
30.9292001842914,-4.806422764939067
31.02501863070249,-4.834918722736055
31.1208315478602,-4.863448540532112
31.216639268423208,-4.892011741982757
31.312442125050207,-4.920607850743509
31.40824045039988,-4.949236390469884
31.504034577130916,-4.977896884817402
31.599824837902005,-5.006588857441583
31.695611565371824,-5.035311831997943
31.791395092199064,-5.064065332141999
31.887175751042413,-5.092848881529274
31.98295387456056,-5.121662003815284
32.07872979541219,-5.150504222655546
32.17450384625598,-5.1793750617055805
32.27027635975063,-5.208274044620905
32.36604766855482,-5.237200695057038
32.46181810532724,-5.266154536669498
32.557588002726575,-5.295135093113804
32.65335769341151,-5.324141888045472
32.749127510040736,-5.353174445120025
32.84489778527293,-5.382232287992976
32.94045191077068,-5.411249036852249
33.035993864106324,-5.440285982511446
33.13153732728573,-5.469346719214886
33.22708266239751,-5.49843079806352
33.322630231530326,-5.527537770158307
33.41818039677279,-5.556667186600196
33.51373352021354,-5.585818598490141
33.609289963941194,-5.614991556929099
33.70485009004438,-5.644185613018021
33.80041426061175,-5.673400317857858
33.895982837731914,-5.70263522254957
33.9915561834935,-5.731889878194107
34.08713465998515,-5.761163835892421
34.182718629295486,-5.790456646745469
34.278308453513155,-5.819767861854203
34.37390449472675,-5.849097032319576
34.46950711502493,-5.878443709242544
34.565116676496324,-5.9078074437240575
34.66073354122955,-5.937187786865072
34.75635807131325,-5.966584289766542
34.851990628836035,-5.99599650352942
34.94763157588655,-6.025423979254659
35.04328127455342,-6.054866268043214
35.13894008692528,-6.084322920996038
35.234608375090744,-6.113793489214084
35.33028650113847,-6.143277523798306
35.42597482715706,-6.172774575849659
35.52167371523517,-6.202284196469094
35.61738352746139,-6.231805936757567
35.71301397985891,-6.261311376434205
35.80835968661623,-6.290736525952216
35.9037171528226,-6.320172256346814
35.99908661282145,-6.34961803712428
36.09446830095622,-6.379073337790893
36.18986245157034,-6.408537627852933
36.285269299007226,-6.438010376816678
36.38068907761031,-6.46749105418841
36.476122021723036,-6.496979129474405
36.571568365688826,-6.526474072180947
36.66702834385111,-6.555975351814311
36.76250219055331,-6.585482437880781
36.85799014013888,-6.614994799886633
36.95349242695122,-6.644511907338149
37.04900928533379,-6.674033229741606
37.144540949630006,-6.703558236603286
37.24008765418329,-6.733086397429466
37.33564963333709,-6.76261718172643
37.431227121434816,-6.792150059000451
37.52682035281992,-6.821684498757815
37.62242956183582,-6.851219970504797
37.71805498282595,-6.88075594374768
37.81369685013373,-6.91029188799274
37.909355398102605,-6.939827272746259
38.005030861076,-6.969361567514515
38.10072347339734,-6.998894241803789
38.19643346941007,-7.02842476512036
38.2921610834576,-7.057952606970508
38.38790654988337,-7.0874772368605115
38.48367010303082,-7.116998124296652
38.57928881151085,-7.146464468714491
38.67468683735214,-7.175852484620722
38.77010280509135,-7.205235394765226
38.86553645596483,-7.234612803622073
38.96098753120889,-7.263984315665337
39.0564557720599,-7.293349535369093
39.15194091975418,-7.3227080672074125
39.24744271552808,-7.352059515654369
39.342960900617925,-7.381403485184035
39.438495216260065,-7.410739580270484
39.53404540369084,-7.44006740538779
39.629611204146585,-7.469386565010026
39.72519235886364,-7.498696663611266
39.82078860907834,-7.527997305665582
39.91639969602703,-7.5572880956470465
40.01202536094605,-7.586568638029734
40.10766534507173,-7.6158385372877175
40.20331938964043,-7.64509739789507
40.298987235888454,-7.674344824325863
40.39466862505217,-7.703580421054173
40.49036329836791,-7.732803792554072
40.58607099707201,-7.762014543299633
40.68179146240081,-7.791212277764928
40.77752443559064,-7.820396600424033
40.87326965787787,-7.849567115751017
40.9690268704988,-7.878723428219957
41.064795814689795,-7.907865142304925
41.16057623168717,-7.936991862479994
41.2563678627273,-7.966103193219237
41.3521704490465,-7.995198738996727
41.447902653966075,-8.024253512006112
41.54354684028021,-8.053262097419989
41.63920125093077,-8.08225442456552
41.734865685615915,-8.111230546992864
41.83053994403378,-8.140190518252174
41.92622382588249,-8.169134391893603
42.02191713086019,-8.198062221467312
42.11761965866501,-8.226974060523451
42.21333120899508,-8.25586996261218
42.30905158154855,-8.284749981283653
42.40478057602355,-8.313614170088023
42.50051799211822,-8.34246258257545
42.59626362953068,-8.371295272296084
42.69201728795909,-8.400112292800088
42.787778767101564,-8.42891369763761
42.88354786665625,-8.457699540358812
42.97932438632128,-8.486469874513842
43.0751081257948,-8.515224753652863
43.17089888477493,-8.543964231326026
43.266696462959814,-8.572688361083488
43.36250066004758,-8.601397196475407
43.458311275736385,-8.630090791051934
43.55412810972434,-8.658769198363226
43.64995096170959,-8.68743247195944
43.74577963139028,-8.716080665390729
43.84161391846453,-8.744713832207252
43.937453622630485,-8.773332025959162
44.033298543586284,-8.801935300196616
44.129148481030064,-8.830523708469766
44.225003234659944,-8.85909730432877
44.32084405826016,-8.887650616270987
44.41666593239419,-8.916182230320285
44.512492428012635,-8.944699193826672
44.60832362940902,-8.973201552224078
44.704159620876844,-9.001689350946432
44.80000048670964,-9.030162635427658
44.89584631120092,-9.058621451101693
44.9916971786442,-9.087065843402462
45.087553173333006,-9.115495857763895
45.183414379560844,-9.143911539619921
45.27928088162125,-9.172312934404472
45.37515276380772,-9.20070008755147
45.471030110413786,-9.229073044494852
45.56691300573297,-9.257431850668544
45.66280153405878,-9.285776551506476
45.75869577968474,-9.314107192442576
45.854595826904365,-9.342423818910774
45.95050176001118,-9.370726476344998
46.0464136632987,-9.39901521017918
46.14233162106043,-9.427290065847247
46.23825571758991,-9.455551088783128
46.334186037180636,-9.483798324420755
46.430122664126145,-9.512031818194055
46.526065682719945,-9.540251615536958
46.62201517725556,-9.56845776188339
46.71797123202651,-9.596650302667287
46.813933931326304,-9.62482928332257
46.90990335944847,-9.652994749283176
47.00587960068651,-9.681146745983028
47.10186273933396,-9.709285318856061
47.197824869872974,-9.737402314869065
47.29375496405351,-9.765494551424817
47.389692007743356,-9.793573501359345
47.48563595052421,-9.821639197596372
47.58158674197783,-9.84969167305962
47.67754433168593,-9.877730960672816
47.773508669230246,-9.905757093359684
47.86947970419249,-9.93377010404395
47.96545738615442,-9.961770025649335
48.06144166469774,-9.989756891099566
48.15743248940419,-10.017730733318368
48.25342980985549,-10.045691585229466
48.34943357563338,-10.073639479756585
48.44544373631958,-10.101574449823447
48.54146024149583,-10.12949652835378
48.637483040743845,-10.157405748271305
48.73351208364536,-10.18530214249975
48.8295473197821,-10.213185743962837
48.92558869873581,-10.241056585584294
49.0216361700882,-10.268914700287842
49.117689683421005,-10.296760120997208
49.21374918831596,-10.324592880636118
49.309814634354794,-10.352413012128292
49.40588597111922,-10.380220548397457
49.50196314819098,-10.40801552236734
49.598046115151796,-10.435797966961662
49.694134821583404,-10.46356791510415
49.790229217067534,-10.491325399718528
49.886329251185906,-10.51907045372852
49.982434873520255,-10.546803110057853
50.0785234031105,-10.5745168761286
50.17457939650225,-10.602207355492089
50.27064088404372,-10.629885560152088
50.366707862029315,-10.657551529315679
50.462780326753474,-10.68520530218995
50.55885827451061,-10.71284691798198
50.65494170159516,-10.740476415898856
50.75103060430154,-10.76809383514766
50.847124978924185,-10.795699214935473
