track_name,session_id,step_idx,sim_time_s,x,y,xdot,ydot,speed,speed_norm,psi,psidot,cross_track_error,cross_track_error_norm,heading_error,track_heading_error,battery_soc,battery_soc_norm,track_progress,v_target,v_target_norm,corner_feasible_speed,corner_feasible_speed_norm,preview_speed_limit,preview_speed_limit_norm,max_heading_change,distance_to_turn_start,distance_to_turn_start_norm,deploy_track_factor,soc_factor,brake_required,throttle_fraction,brake_fraction,F_cmd,delta_cmd,delT
raceline_xy,20260415_124552_439bd475,0,0.032,1.39,3.86663968016672e-15,43.43749864257607,1.3501826819132695e-05,43.43749864257816,1.8098957767740902,-3.1083343010607223e-07,-2.5096493921476523e-19,1.39,6.949999999999999,0.22688825647234445,0.8771255687394435,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-10000.0,-0.5,0.032
raceline_xy,20260415_124552_439bd475,1,0.064,1.3899903164959486,3.1339290003234513e-07,1e-05,9.793611364074367e-06,1.3996957653380488e-05,5.832065688908537e-07,2.7647825451282415e-07,1.835348635490859e-05,1.389990316495984,6.949951582479919,0.2268888145214465,0.8771261560511281,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.07290236796463839,1.0,0.0,1.0,0.0,10000.0,-0.22612271949546425,0.032
raceline_xy,20260415_124552_439bd475,2,0.096,1.3900404597193152,7.525041302948835e-07,0.0015669756868507882,1.3721584612669384e-05,0.0015670357638119757,6.529315682549898e-05,4.0900712239277937e-07,4.143453228455102e-06,1.3900404597195188,6.950202298597594,0.22688912996831645,0.877126288579996,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.07288472715343086,1.0,0.0,0.8965135431183918,0.0,8965.135431183919,-0.2261350332226367,0.032
raceline_xy,20260415_124552_439bd475,3,0.128,1.3949504408495825,-0.00032244819622713564,0.15343787104907267,-0.010085342881275626,0.15376896440148366,0.0064070401833951525,-9.566566155116973e-05,-0.0030036274866539468,1.3949504781171567,6.974752390585783,0.22680539254034127,0.877030213911322,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.071199205493975,1.0,0.0,0.8274071254015637,0.0,8274.071254015636,-0.2238442765790814,0.032
raceline_xy,20260415_124552_439bd475,4,0.16,1.3999400951398053,-0.0007468513596688836,0.15593033083786922,-0.013219743785335336,0.1564897111664446,0.006520404631935192,-0.0002748352892298911,-0.005605069802128647,1.3999402943579418,6.999701471789709,0.22663730121677483,0.8768510442836437,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.07090632679506217,1.0,0.0,0.8761305000955597,0.0,8761.305000955597,-0.22047007795911275,0.032
raceline_xy,20260415_124552_439bd475,5,0.192,1.4095674777556084,-0.0015709513046293295,0.30087284483477245,-0.025552009342907748,0.3019559139020614,0.012581496412585892,-0.00066845133888771,-0.012320558129334643,1.4095683531614596,7.047841765807298,0.22626498566008602,0.8764574282339854,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.06908848014850764,1.0,0.0,0.8103223524969024,0.0,8103.223524969025,-0.21333913380572914,0.032
raceline_xy,20260415_124552_439bd475,6,0.224,1.4234114678673822,-0.002811445052697305,0.43267661159646903,-0.03818140616349305,0.43435799750807325,0.01809824989616972,-0.0013498700878118441,-0.02134380959166813,1.4234142443714901,7.11707122185745,0.2256133631389936,0.8757760094850617,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.06722527054376407,1.0,0.0,0.7972767790421439,0.0,7972.767790421439,-0.2030230026311877,0.032
raceline_xy,20260415_124552_439bd475,7,0.256,1.4413466727330766,-0.00445218841059196,0.5605940595728689,-0.04995618831229003,0.5628155296179045,0.023450647067412688,-0.0023496130669449222,-0.031339855872734516,1.4413535489186386,7.206767744593193,0.22465172817468115,0.8747762665059291,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.065253373731497,1.0,0.0,0.7815742163616435,0.0,7815.7421636164345,-0.1911739330877521,0.032
raceline_xy,20260415_124552_439bd475,8,0.28800000000000003,1.4632662581987539,-0.006465363454616779,0.6852129613961411,-0.060401203698394274,0.6878699789011615,0.02866124912088173,-0.003664445596439858,-0.04125324723706357,1.463280541559814,7.31640270779907,0.22338337748855563,0.8734614339764342,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.0631733430141951,1.0,0.0,0.7659881083579851,0.0,7659.881083579851,-0.1790044032222078,0.032
raceline_xy,20260415_124552_439bd475,9,0.32000000000000006,1.489088153015103,-0.008811418079511298,0.8073085505752684,-0.06906996608782177,0.810257833067545,0.03376074304448104,-0.00525847664441681,-0.05005898528836627,1.4891142227977352,7.4455711139886755,0.22184453320706865,0.8718674029284568,100.0,1.0,0.0,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,7.94800355496753,0.33116681479031373,0.8705646589507907,0.0,0.0,0.060971976525424076,1.0,0.0,0.7503699612519181,0.0,7503.699612519182,-0.1677469624333277,0.032
